id,title,source,label
33,গোপালগঞ্জে আওয়ামী লীগ ও সেনাবাহিনীর সংঘর্ষ পরবর্তী দৃশ্য দাবিতে ভারতের পুরোনো ছবি প্রচার,bangla_fakenews,1
34,পানিতে নামাজ পড়া এই ব্যক্তি জামায়াতের আমীর নন,bangla_fakenews,1
35,ব্যারিস্টার সুমন সম্প্রতি লন্ডনে হেনস্থার শিকার দাবিতে পুরোনো ভিডিও প্রচার,bangla_fakenews,1
36,ইসলামী বিশ্ববিদ্যালয়ে ছাত্রশিবির ফিরছে দাবিতে নয়া দিগন্ত এর নামে ফটোকার্ড প্রচার,bangla_fakenews,1
37,শেখ হাসিনাকে দেশে ফেরাতে হবিগঞ্জে আওয়ামী লীগের মিছিল দাবিতে পুরোনো ভিডিও প্রচার,bangla_fakenews,1
38,আওয়ামী লীগের নেতাকর্মীদের মদদ দিলে আজীবন বহিষ্কারের নির্দেশনা দিয়ে বিএনপির নামে প্রচারিত এই বিজ্ঞপ্তিটি,bangla_fakenews,1
39,জাবিতে ছাত্রদল ও সমন্বয়কদের মধ্যে সংঘর্ষের ভিডিও দাবিতে ছাত্রলীগের হামলার ভিডিও প্রচার,bangla_fakenews,1
40,বন্যার্তদের সহযোগিতার দাবিতে আতিকাকে জড়িয়ে যমুনা টিভির ফটোকার্ড প্রচার,bangla_fakenews,1
41,ঢাবিতে ছাত্রশিবিরের স্লোগানের দৃশ্য দাবিতে ইবির ভিন্ন ঘটনার ভিডিও প্রচার,bangla_fakenews,1
42,গণভবনে মদের আড্ডা দাবিতে শেখ হাসিনাকে জড়িয়ে সময় টিভির নামে ফটোকার্ড প্রচার,bangla_fakenews,1
43,নওগাঁয় জোরপূর্বক পদত্যাগের পর অসুস্থ শিক্ষক মারা যাননি,bangla_fakenews,1
44,"ময়মনসিংহে আওয়ামী লীগের প্রতিবাদ মিছিলটি শেখ হাসিনার ক্ষমতাচ্যুতের পূর্বের, পরের নয়",bangla_fakenews,1
45,এইচএসসির অধিকাংশ শিক্ষার্থী ফেল করেছেন দাবিতে মাউশিকে জড়িয়ে তথ্য,bangla_fakenews,1
46,দোভাষীর সহায়তা নেওয়ায় অন্তর্বর্তীকালীন সরকারের দুই উপদেষ্টাকে জয়ের কটাক্ষ করার,bangla_fakenews,1
47,সাবেক সংসদ সদস্য নুরন্নবী চৌধুরী শাওন গ্রেফতার দাবিতে যমুনা টিভির নামে ফটোকার্ড প্রচার,bangla_fakenews,1
48,আওয়ামী লীগকে জোট ভুক্ত করা নিয়ে জামায়াতকে জড়িয়ে কালবেলার নামে ফটোকার্ড প্রচার,bangla_fakenews,1
49,শেখ হাসিনাকে দেশে ফিরিয়ে আনার দাবিতে গফরগাঁওয়ে মিছিল দাবিতে প্রচারিত ভিডিওটি শেখ হাসিনার পদত্যাগের পূর্বের,bangla_fakenews,1
50,বঙ্গবন্ধু স্যাটেলাইট থেকে মহাকাশ স্টেশনের ছবি তোলার দাবিতে যমুনা টিভির নামে ফটোকার্ড প্রচার,bangla_fakenews,1
51,চট্টগ্রাম মেডিকেলে জামায়াত-শিবির এবং আনসারুল্লাহ বাংলা টিমের আগুন দেওয়ার দৃশ্য দাবিতে ভিন্ন ঘটনার পুরোনো ভিডিও প্রচার,bangla_fakenews,1
52,শিক্ষার্থী কর্তৃক গলায় জুতার মালা পরিয়ে ঘোরানো এই নারী পেশায় শিক্ষক নন,bangla_fakenews,1
53,কালবেলার ফটোকার্ডে ঢাবি উপাচার্যের নামে মন্তব্য প্রচার,bangla_fakenews,1
54,আওয়ামী লীগের ভারপ্রাপ্ত সভাপতি ও সাধারণ সম্পাদক হিসেবে কাউকে দায়িত্ব দেওয়া হয়নি,bangla_fakenews,1
55,দরিদ্র শিক্ষার্থীদের পড়াশোনা বিনামূল্যে করা প্রসঙ্গে কোনো মন্তব্য করেননি ড. ইউনূস,bangla_fakenews,1
56,প্রকাশ্যে সিগারেট খাওয়া নিষিদ্ধের আইন প্রসঙ্গে প্রচারিত কালবেলার ফটোকার্ডটি,bangla_fakenews,1
57,‘অল অব আস আর ডেড’ এর দ্বিতীয় সিজন প্রসঙ্গে যমুনা টিভির নামে প্রচারিত এই ফটোকার্ডটি,bangla_fakenews,1
58,যমুনা টিভির ফটোকার্ড নকল করে শেখ হাসিনাকে জড়িয়ে সাকিব আল হাসানের নামে মন্তব্য প্রচার,bangla_fakenews,1
59,বন্যার্তদের জন্য দোয়া অনুষ্ঠানের ভিডিওকে রুমিন ফারহানার বিয়ের দৃশ্য দাবিতে প্রচার,bangla_fakenews,1
60,হিজাব বাধ্যতামূলক করার কোনো ঘোষণা দেননি ঢাবির নতুন উপাচার্য,bangla_fakenews,1
61,একাধিক নারীর সাথে প্রচারিত ছবিগুলো আসিফ মাহমুদের নয়,bangla_fakenews,1
62,"ভারতে গিয়ে শেখ হাসিনার খাবারের দৃশ্য নয়, এটি পুরোনো ছবি",bangla_fakenews,1
63,ভারতে দেওয়া শেখ হাসিনার সাম্প্রতিক ভাষণ দাবিতে তার দেশে দেওয়া পুরোনো ভাষণ প্রচার,bangla_fakenews,1
64,জামায়াতে ইসলামী ক্ষমতায় আসলে পাঁচ ওয়াক্ত নামাজ বাধ্যতামূলক হবে শীর্ষক কোনো মন্তব্য করেননি জামায়াতের আমীর,bangla_fakenews,1
65,নুরুল হক নুর জামায়াতে যোগ দিতে চান দাবিতে আরটিভির নামে ফটোকার্ড প্রচার,bangla_fakenews,1
66,চট্টগ্রাম কলেজে শিবির-বৈষম্য বিরোধী ছাত্র আন্দোলনের সংঘর্ষ দাবিতে চবির কোটা সংস্কার আন্দোলনের পুরোনো ভিডিও প্রচার,bangla_fakenews,1
67,ভারত থেকে শেখ হাসিনার বক্তব্যের সরাসরি সম্প্রচার দাবিতে ভাইরাল ভিডিওটি পুরোনো,bangla_fakenews,1
68,জামায়াতের আমিরের ব্যবহৃত হেলিকপ্টারটি বসুন্ধরা গ্রুপের মালিকানাধীন নয়,bangla_fakenews,1
69,অপু বিশ্বাসকে নিয়ে শাকিব খানের মন্তব্য দাবিতে আরটিভির নামে ফটোকার্ড প্রচার,bangla_fakenews,1
70,ডিবিসির ফটোকার্ডে জামায়াতের আমিরের নামে বক্তব্য প্রচার,bangla_fakenews,1
71,অভিনেতা আরশ খানের বিয়ে দাবিতে ‘পাগলপুর’ নাটকের অভিনয়ের দৃশ্য প্রচার,bangla_fakenews,1
72,সমন্বয়করা উপদেষ্টা এম সাখাওয়াত হোসেনের ওপর সশস্ত্র হামলা চালিয়েছে দাবিতে পুরোনো ও ভিন্ন ঘটনার ভিডিও প্রচার,bangla_fakenews,1
73,সিঙ্গাপুর প্রবাসীরা ওবায়দুল কাদেরকে গণধোলাই দিয়েছেন দাবিতে ২০০৮ সালের ভিডিও প্রচার,bangla_fakenews,1
74,আওয়ামী লীগের অন্তর্বর্তীকালীন কমিটি ঘোষণা দাবিতে বিজ্ঞপ্তি প্রচার,bangla_fakenews,1
75,যুবদলের নেতাকে অব্যাহতি দেওয়া হয়েছে দাবিতে প্রচারিত প্রেস বিজ্ঞপ্তিটি,bangla_fakenews,1
76,উপদেষ্টা নাহিদ ইসলামকে অভিনেতা ডিপজলের ছেলে দাবিতে সম্পাদিত ছবি প্রচার,bangla_fakenews,1
77,নারায়ণগঞ্জের বিএনপি নেতাকে শোকজের দাবিতে প্রচারিত প্রেস বিজ্ঞপ্তিটি,bangla_fakenews,1
78,বাংলাভিশনের ফটোকার্ড নকল করে শেখ হাসিনাকে জড়িয়ে তথ্য প্রচার,bangla_fakenews,1
79,শেখ হাসিনা দেশে ফিরেছেন দাবিতে পুরোনো ভিডিও প্রচার,bangla_fakenews,1
80,যমুনা টিভির ফটোকার্ডে সমন্বয়ক নুসরাত তাবাসসুমকে জড়িয়ে তথ্য প্রচার,bangla_fakenews,1
81,আসিফ মাহতাব উৎস শিক্ষা উপদেষ্টা হয়েছেন দাবিতে প্রচার,bangla_fakenews,1
82,ড. ইউনূস উপবৃত্তির পাশাপাশি স্টুডেন্ট ভাতা চালুর কথা বলেননি,bangla_fakenews,1
83,করোনার বুস্টার ডোজ নেওয়া ব্যক্তিরা অ্যালার্জিজনিত রোগে ভুগছেন দাবিতে ডেইলি স্টারের নামে তথ্য প্রচার,bangla_fakenews,1
84,শেখ মুজিবুর রহমানের আসল নাম দেবদাস চক্রবর্তী নয়,bangla_fakenews,1
85,ছাত্রলীগের সাবেক নেতা রাব্বানীর স্ত্রীকে নিয়ে রাব্বানীর বন্ধুর পালিয়ে যাওয়ার,bangla_fakenews,1
86,বিএনপি রাজি থাকলে বিএনপিতে যোগ দিতে চান শীর্ষক মন্তব্য করেননি ওবায়দুল কাদের,bangla_fakenews,1
87,"শেখ হাসিনা হিন্দুস্তান টাইমসকে সাক্ষাৎকার দেননি, আরটিভির নামে ফটোকার্ড",bangla_fakenews,1
88,‘তামান্না ইয়াসমিন’ নামের নারীর আওয়ামী লীগের হয়ে আন্তর্জাতিক মহলে প্রভাবশালী ভূমিকা রাখার দাবি,bangla_fakenews,1
89,ড. ইউনূসের জাতিসংঘের অধিবেশনে যোগদানের বিষয়ে রাশিয়া বিরোধিতা করেছে দাবিতে প্রচার,bangla_fakenews,1
90,এটি শেখ হাসিনার পদত্যাগ নিয়ে হোয়াইট হাউজের কোনো বক্তব্যের ভিডিও নয়,bangla_fakenews,1
91,জায়েদ খান ও অপু বিশ্বাসকে জড়িয়ে যমুনা টিভির ফটোকার্ড প্রচার,bangla_fakenews,1
92,আল জাজিরার সূত্রে অন্তর্বর্তীকালীন সরকারকে ৭ দিনের মধ্যে পদত্যাগপত্র জমা দিতে বলার,bangla_fakenews,1
93,এটি দিল্লিতে শেখ হাসিনার জনসম্মুখে আসার ভিডিও নয়,bangla_fakenews,1
94,অঞ্চল ভিত্তিক তালিকার মাধ্যমে বহিষ্কার দাবিতে বিএনপির নামে প্রেস বিজ্ঞপ্তি,bangla_fakenews,1
95,শেখ হাসিনা মানসিকভাবে অসুস্থ শীর্ষক কোনো মন্তব্য করেননি জয়,bangla_fakenews,1
96,সময়ের কন্ঠস্বর এর ফটোকার্ড নকল করে হাসনাত আবদুল্লাহ ও সেনাবাহিনীকে জড়িয়ে তথ্য প্রচার,bangla_fakenews,1
97,ট্রেনে তোলা ভাইরাল ছবিটি শেখ হাসিনার নয়,bangla_fakenews,1
98,আবার ক্ষমতায় আসলে কাউকে ছাড় দেওয়া হবে না শীর্ষক মন্তব্য করেননি ওবায়দুল কাদের,bangla_fakenews,1
99,ভুল শিকার করে ওবায়দুল কাদেরের ক্ষমা চাওয়ার,bangla_fakenews,1
100,শেখ হাসিনাকে ব্যঙ্গ করে সেনা সদস্যদের গান গাওয়ার ভাইরাল ভিডিওটি এডিটেড,bangla_fakenews,1
101,সমন্বয়ক সারজিস ও হাসনাতের দেশ থেকে পালানোর,bangla_fakenews,1
102,নরেন্দ্র মোদী ও জামায়াতের আমীরকে জড়িয়ে আনন্দবাজারের নামে প্রতিবেদন প্রচার,bangla_fakenews,1
103,আরটিভি’র ফটোকার্ড নকল করে ঢাবির আলোচিত গণবিবাহ কর্মসূচি সম্পর্কে তথ্য প্রচার,bangla_fakenews,1
104,ড. ইউনূসের জাতিসংঘের ভাষণ বাতিলের,bangla_fakenews,1
105,ত্রানের টাকা আত্মসাৎ নিয়ে পরস্পরকে দুষছেন হাসনাত ও সারজিস দাবিতে যমুনা টিভির নামে ফটোকার্ড,bangla_fakenews,1
106,ত্রাণের টাকা ইস্যুতে হাসনাত ও সারজিসকে জড়িয়ে গণমাধ্যমের নামে ফটোকার্ড,bangla_fakenews,1
107,আসিফ ও নাহিদের বিরুদ্ধে শিবির সংশ্লিষ্টতার অভিযোগ এনে সম্পাদিত ছবি ভাইরাল,bangla_fakenews,1
108,ড. ইউনূস যুক্তরাষ্ট্রে গ্রেফতার ও শেখ হাসিনা ক্ষমতা ফিরে পাওয়ার দাবিতে ইউটিউবে প্রচার,bangla_fakenews,1
109,জাতিসংঘের অধিবেশনে ড. ইউনূসের যোগদানের বিষয়ে বিভিন্ন রাষ্ট্রের আপত্তি জানানোর,bangla_fakenews,1
110,উপদেষ্টাদের জড়িয়ে চিত্রনায়ক শাকিব খানের নামে মন্তব্য প্রচার,bangla_fakenews,1
111,১১ লক্ষ টাকা দিয়ে ছাত্রলীগের পদ কিনেছেন শীর্ষক মন্তব্য ঢাবি শিবিরের সাধারণ সম্পাদক করেননি,bangla_fakenews,1
112,পুরুষদের ৪ বিয়ে বাধ্যতামূলক করার বিষয়ে ডা. শফিকুর রহমান কোনো মন্তব্য করেননি,bangla_fakenews,1
113,ছাত্রলীগের মিছিলে শিবির হেলমেট ব্যবহার করতো শীর্ষক মন্তব্য ঢাবি শিবির সেক্রেটারি করেননি,bangla_fakenews,1
114,শেখ হাসিনা পুনরায় সরকার প্রধান হিসেবে দায়িত্ব গ্রহণের বিষয়ে জাতিসংঘে প্রস্তাব পাস হয়নি,bangla_fakenews,1
115,নাইট ক্লাবে সমন্বয়ক নুসরাত তাবাসসুমের নাচের দৃশ্য দাবিতে ভিন্ন নারীর ভিডিও প্রচার,bangla_fakenews,1
116,প্রধান উপদেষ্টার বিশেষ সহকারীর সাথে বসা এই ব্যক্তি জাসদ নেত্রী শিরিনের ছেলে নন,bangla_fakenews,1
117,"অভিনেত্রী বাঁধনকে গ্রেফতারের দাবি জানায়নি ইসলামি ঐক্যজোট, ফটোকার্ড ফেসবুকে",bangla_fakenews,1
118,"মাদ্রাসা বন্ধ করা প্রসঙ্গে মন্তব্য করেননি অভিনেত্রী বাঁধন, গণমাধ্যমকে জড়িয়ে অপপ্রচার",bangla_fakenews,1
119,আলেমদের ভালোবাসার কারণে ড. ইউনূসের বিরুদ্ধে ষড়যন্ত্র হচ্ছে শীর্ষক মন্তব্য করেননি জামায়াতের আমীর,bangla_fakenews,1
120,ঢাবি শিবির সভাপতি ছাড়া কারো নাম সামনে না আনার কথা ড. শফিকুল ইসলাম মাসুদ বলেননি,bangla_fakenews,1
121,ফের প্রধানমন্ত্রীর ক্ষমতায় শেখ হাসিনা দাবিতে জাতিসংঘকে উদ্ধৃত করে তথ্য প্রচার,bangla_fakenews,1
122,পাকিস্তানি অভিনেতাকে জড়িয়ে বিবিসি বাংলার নামে ফটোকার্ড প্রচার,bangla_fakenews,1
123,শরীয়তপুর গোসাইরহাটে শিক্ষার্থীদের আন্দোলনে অসুস্থ হয়ে পড়া শিক্ষক মারা যাননি,bangla_fakenews,1
124,ছাত্রলীগের হেলমেট বাহিনী হিসেবে সকল দ্বায়িত্ব পালন করেছি শীর্ষক মন্তব্য করেননি ঢাবি ছাত্রশিবিরের সভাপতি,bangla_fakenews,1
125,পুলিশের নিয়োগ নিয়ে ছাত্রশিবিরকে জড়িয়ে যমুনা টিভির নামে ফটোকার্ড প্রচার,bangla_fakenews,1
126,চাঁদাবাজি করতে গিয়ে সারাদেশে ১৫৪ সমন্বয়ক আটকের খবরটি সঠিক নয়,bangla_fakenews,1
127,দেশে গাঁজা ও মাদক কারবারের মূলহোতা ছিলেন জয় শীর্ষক দাবিতে কোনো সংবাদ প্রচার করেনি যমুনা টিভি,bangla_fakenews,1
128,নিউইয়র্কে ড. ইউনূস গণধোলাইয়ের শিকার দাবিতে তথ্য ইউটিউবে,bangla_fakenews,1
129,জাতিসংঘের নির্দেশে ড. ইউনূসের দেশে না ফেরা ও শেখ হাসিনার ক্ষমতায় ফেরা শীর্ষক দাবি ইউটিউবে,bangla_fakenews,1
130,প্রথম আলোর ফটোকার্ড নকল করে ছাত্রশিবিরকে জড়িয়ে গণবিবাহের বিষয়ে তথ্য প্রচার,bangla_fakenews,1
131,"শেখ হাসিনার এই ছবি বাংলাদেশের মেট্রোরেলে, ভারতের নয়",bangla_fakenews,1
132,চারণকবি রাধাপদ রায়ের ওপর হামলার পুরোনো ঘটনা সাম্প্রতিক দাবিতে প্রচার,bangla_fakenews,1
133,নিউইয়র্কে ড. ইউনূসের গাড়িতে হাসান মাহমুদের হামলার,bangla_fakenews,1
134,দালালরা দেড়মাস না যেতেই ড. ইউনূসের বিপক্ষে লেগেছে শীর্ষক মন্তব্য করেননি জামায়াতের আমীর,bangla_fakenews,1
135,উপদেষ্টা নাহিদকে জড়িয়ে নায়ক রুবেলের পুরোনো ও ভিন্ন প্রেক্ষাপটের মন্তব্য প্রচার,bangla_fakenews,1
136,আওয়ামী লীগ ছাড়া এই দেশ কেউ ঠিক রাখতে পারবে না শীর্ষক মন্তব্য করেননি উপদেষ্টা আসিফ নজরুল,bangla_fakenews,1
137,জসীমউদ্দিন হল ছাত্রলীগের ফরহাদ আর ঢাবি শিবির সেক্রেটারি ফরহাদ এক ব্যক্তি নন,bangla_fakenews,1
138,সম্প্রতি শেখ হাসিনা জাতিসংঘে ভাষণ দেওয়ার উদ্দেশ্যে নিউইয়র্কে পৌঁছেছেন দাবিতে পুরোনো ভিডিও প্রচার,bangla_fakenews,1
139,শেখ হাসিনাকে কুকুরের মতো তাড়ানো হয়েছে শীর্ষক কোনো মন্তব্য সজীব ওয়াজেদ জয় করেননি,bangla_fakenews,1
140,পদত্যাগ না করায় জাতিসংঘ শেখ হাসিনাকে ক্ষমতা ফিরিয়ে দেওয়ার প্রচার,bangla_fakenews,1
141,দিনাজপুর জেলা কমিটি বিলুপ্ত করে বিএনপি কোনো প্রেস বিজ্ঞপ্তি দেয়নি,bangla_fakenews,1
142,নীলফামারীর শিবির নেতার স্বাধীনতা উদযাপনের দৃশ্য দাবিতে ভিন্ন দেশের নাচের দৃশ্য প্রচার,bangla_fakenews,1
143,জাতিসংঘে শেখ হাসিনার সাম্প্রতিক সময়ের ভাষণ দাবিতে পুরোনো ভাষণের ভিডিও প্রচার,bangla_fakenews,1
144,রাষ্ট্রপতিকে জড়িয়ে ড. মুহাম্মদ ইউনূসের পদত্যাগের ইউটিউবে,bangla_fakenews,1
145,দেয়ালে পিঠ ঠেকে গেলে সামলাতে পারবেন তো? শীর্ষক মাশরাফীর বক্তব্যের ভিডিওটির অডিওটি এডিটেড,bangla_fakenews,1
146,রাষ্ট্রপতি মোহাম্মদ সাহাবুদ্দিনের ষড়যন্ত্রে শেখ হাসিনা দেশে ফিরেছেন দাবিতে,bangla_fakenews,1
147,আসিফ নজরুলের দেশ ত্যাগের প্রচার,bangla_fakenews,1
148,ড. মুহাম্মদ ইউনূসের পদত্যাগ ও শেখ হাসিনা দেশে ফেরার প্রচার ইউটিউবে,bangla_fakenews,1
149,শেখ হাসিনা জাতিসংঘে ভাষণ দিতে ব্যারিস্টার সুমনকে নিয়ে নিউইয়র্কে পৌঁছানোর দাবিতে পুরোনো ভিডিও প্রচার,bangla_fakenews,1
150,সরকার পতনের পর সাদ্দাম-ইনান জনসম্মুখে এসেছেন দাবিতে পুরোনো ছবি প্রচার,bangla_fakenews,1
151,খালেদা জিয়ার মৃত্যুর দাবিতে প্রচার,bangla_fakenews,1
152,মেয়াদবিহীন ইন্টারনেট সেবা চালু হয়নি,bangla_fakenews,1
153,বিএনপি নেতা বরকত উল্লাহ বুলুকে সাংগঠনিক পদ থেকে বহিষ্কারের প্রেস বিজ্ঞপ্তি,bangla_fakenews,1
154,‘আমার নামে চাঁদাবাজি করলে আমায় অর্ধেক কমিশন দিতে হবে’ শীর্ষক মন্তব্য করেননি আসিফ নজরুল,bangla_fakenews,1
155,"মানজিয়া ফিমুর নয়, সন্তান জন্মদান পরবর্তী সময়ের ভিডিওটি সুমাইয়া আহমেদ নুপুরের",bangla_fakenews,1
156,"শিবির যাদের রগ কেটেছে, তারা কেউ ঈমানদার ছিল না শীর্ষক মন্তব্য করেননি ঢাবি ছাত্রশিবির সভাপতি",bangla_fakenews,1
157,"বৃদ্ধ বয়সে লোভ নিয়ে আসিফ নজরুলের পোস্টটি ড. ইউনূস নিয়ে ছিল না, ইউনূসের ছবি যুক্ত করে অপপ্রচার",bangla_fakenews,1
158,বিয়ের সাজে রুমিন ফারহানার সাথে হাসনাত আব্দুল্লাহর ছবিটি সম্পাদিত,bangla_fakenews,1
159,"বিটিভির এই ফেসবুক পোস্টে শেখ হাসিনার ছবি ছিল না, সম্পাদনার মাধ্যমে অপপ্রচার",bangla_fakenews,1
160,ছাত্রলীগ কর্মীকে হত্যার দৃশ্য দাবিতে ভেনিজুয়েলার পুরোনো ভিডিও প্রচার,bangla_fakenews,1
161,বিএনপির সরাইল উপজেলা কমিটি বিলুপ্ত করা হয়েছে দাবিতে প্রচারিত প্রেস বিজ্ঞপ্তিটি,bangla_fakenews,1
162,ঢাবি ছাত্রদলের বর্তমান কমিটি দাবিতে প্রচারিত তালিকাটি পুরোনো কমিটির,bangla_fakenews,1
163,শিবিরের কাছে ক্ষমা প্রার্থনা করে সাদ্দাম হোসেন কোনো মন্তব্য করেননি,bangla_fakenews,1
164,যমুনা টিভির নকল ফটোকার্ডে রগ কাটা নিয়ে ঢাবি শিবির সভাপতির নামে মন্তব্য প্রচার,bangla_fakenews,1
165,জামায়াতের অমুসলিম শাখায় নাম না লেখালে মেয়েকে তুলে নিয়ে যাওয়া সংক্রান্ত দাবি,bangla_fakenews,1
166,গরু চুরির মামলার আসামি সাকিব ও মাশরাফি দাবিতে যমুনা টিভির নামে ফটোকার্ড প্রচার,bangla_fakenews,1
167,তাবাসসুম মীমের শিবিরে যোগদান দাবিতে প্রথম আলোর নামে ফটোকার্ড প্রচার,bangla_fakenews,1
168,যমুনা টিভির ফটোকার্ড নকল করে পাকিস্তানি অভিনেত্রীর নামে তথ্য প্রচার,bangla_fakenews,1
169,বিশ্বের প্রভাবশালী মুসলিমদের তালিকায় হিরো আলম দাবিতে কালবেলার নকল ফটোকার্ড প্রচার,bangla_fakenews,1
170,ছাত্রলীগের সাদ্দাম-ইনানের কনসার্ট উদযাপনের ভিডিওটি ঢাকায় গত এপ্রিলের,bangla_fakenews,1
171,দুবাইয়ে শেখ হাসিনাকে দেখা গেছে দাবিতে সৌদি সফরের পুরোনো ভিডিও প্রচার,bangla_fakenews,1
172,শান্তি রহমান নাজিয়ার ভিডিও দাবিতে ফিলিপাইনি কনটেন্ট ক্রিয়েটরের ভিডিও প্রচার,bangla_fakenews,1
173,‘ছাত্রলীগ কর্মীদের অতিরিক্ত গাঁজা সেবনে নিষেধ করেছেন শেখ হাসিনা’ দাবিতে যমুনা টিভির নামে ফটোকার্ড প্রচার,bangla_fakenews,1
174,আজমত উল্লা খান বিজিবির হাতে আটক হয়েছেন দাবিতে যমুনা টিভির ফটোকার্ড প্রচার,bangla_fakenews,1
175,ড. ইউনূস পদত্যাগ করেছেন দাবিতে ভিন্ন ঘটনার ছবি প্রচার,bangla_fakenews,1
176,যমুনা টিভির ফটোকার্ডে চিত্রনায়িকা পরী মণির নামে মন্তব্য প্রচার,bangla_fakenews,1
